Stimuli,Condition,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,session,participant,date,exp_name,frameRate,
28_1_13.png,giraffe,None,0,333,333,333,,['right'],0,[9.894371032714844e-05],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
28_1_14.png,giraffe,None,0,334,334,334,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
28_1_15.png,giraffe,None,0,335,335,335,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
13_1_10.png,dog,right,0,336,336,336,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
13_1_11.png,dog,None,0,337,337,337,,['right'],0,[0.0001270771026611328],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
13_1_12.png,dog,None,0,338,338,338,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
13_1_13.png,dog,None,0,339,339,339,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
13_1_14.png,dog,None,0,340,340,340,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
13_1_15.png,dog,None,0,341,341,341,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
1_1_11.png,snake,right,0,342,342,342,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
1_1_12.png,snake,None,0,343,343,343,,['right'],0,[0.00012111663818359375],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
1_1_13.png,snake,None,0,344,344,344,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
17_1_10.png,fish,right,0,345,345,345,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
17_1_11.png,fish,None,0,346,346,346,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
17_1_12.png,fish,None,0,347,347,347,,['right'],0,[0.0001068115234375],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
17_1_13.png,fish,None,0,348,348,348,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
17_1_14.png,fish,None,0,349,349,349,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
17_1_15.png,fish,None,0,350,350,350,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
20_1_12.png,beatle,right,0,351,351,351,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
20_1_8.png,beatle,None,0,352,352,352,,['right'],0,[0.0001888275146484375],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
20_1_2.png,beatle,None,0,353,353,353,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
20_1_15.png,beatle,None,0,354,354,354,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
32_1_9.png,car,right,0,355,355,355,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
32_1_10.png,car,None,0,356,356,356,,['right'],0,[0.00010609626770019531],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
32_1_11.png,car,None,0,357,357,357,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
32_1_12.png,car,None,0,358,358,358,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
33_1_14.png,bicycle,right,0,359,359,359,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
33_1_15.png,bicycle,None,0,360,360,360,,['right'],0,[0.00017905235290527344],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
5_1_12.png,spider,right,0,361,361,361,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
5_1_13.png,spider,None,0,362,362,362,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
5_1_14.png,spider,None,0,363,363,363,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
5_1_15.png,spider,None,0,364,364,364,,['right'],0,[0.00014400482177734375],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
24_1_9.png,peacock,right,0,365,365,365,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
24_1_12.png,peacock,None,0,366,366,366,,['right'],0,[6.985664367675781e-05],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
24_1_14.png,peacock,None,0,367,367,367,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
19_1_12.png,turtle,right,0,368,368,368,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
19_1_13.png,turtle,None,0,369,369,369,,['right'],0,[0.00013899803161621094],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
19_1_14.png,turtle,None,0,370,370,370,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
19_1_15.png,turtle,None,0,371,371,371,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
31_1_10.png,airplane,right,0,372,372,372,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
31_1_11.png,airplane,None,0,373,373,373,,['right'],0,[0.001219034194946289],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
31_1_12.png,airplane,None,0,374,374,374,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
31_1_13.png,airplane,None,0,375,375,375,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
31_1_14.png,airplane,None,0,376,376,376,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
31_1_15.png,airplane,None,0,377,377,377,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
34_1_12.png,scissor,right,0,378,378,378,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
34_1_13.png,scissor,None,0,379,379,379,,['right'],0,[0.0002639293670654297],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
34_1_14.png,scissor,None,0,380,380,380,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
34_1_15.png,scissor,None,0,381,381,381,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
26_1_6.png,sheep,right,0,382,382,382,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
26_1_7.png,sheep,None,0,383,383,383,,['right'],0,[0.00021696090698242188],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
26_1_8.png,sheep,None,0,384,384,384,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
26_1_9.png,sheep,None,0,385,385,385,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
26_1_10.png,sheep,None,0,386,386,386,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
26_1_11.png,sheep,None,0,387,387,387,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
29_1_12.png,whale,right,0,388,388,388,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
29_1_13.png,whale,None,0,389,389,389,,['right'],0,[0.00021004676818847656],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
29_1_14.png,whale,None,0,390,390,390,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
29_1_15.png,whale,None,0,391,391,391,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
8_1_4.png,butterfly,right,0,392,392,392,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
8_1_5.png,butterfly,None,0,393,393,393,,['right'],0,[9.679794311523438e-05],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
8_1_6.png,butterfly,None,0,394,394,394,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
8_1_7.png,butterfly,None,0,395,395,395,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
8_1_8.png,butterfly,None,0,396,396,396,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
8_1_9.png,butterfly,None,0,397,397,397,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
15_1_12.png,horse,right,0,398,398,398,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
15_1_13.png,horse,None,0,399,399,399,,['right'],0,[0.00013303756713867188],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
15_1_14.png,horse,None,0,400,400,400,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
15_1_15.png,horse,None,0,401,401,401,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
14_1_3.png,cat,right,0,402,402,402,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
14_1_4.png,cat,None,0,403,403,403,,['right'],0,[0.0001380443572998047],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
14_1_5.png,cat,None,0,404,404,404,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
9_1_1.png,bird,right,0,405,405,405,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
9_1_2.png,bird,None,0,406,406,406,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
25_1_1.png,guinea pig,right,0,407,407,407,,['right'],0,[0.00010395050048828125],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
25_1_2.png,guinea pig,None,0,408,408,408,,['right'],0,[0.0002288818359375],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
10_1_1.png,bat,right,0,409,409,409,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
10_1_2.png,bat,None,0,410,410,410,,['right'],0,[0.00035190582275390625],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
10_1_3.png,bat,None,0,411,411,411,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
10_1_4.png,bat,None,0,412,412,412,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
10_1_5.png,bat,None,0,413,413,413,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
10_1_6.png,bat,None,0,414,414,414,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
37_1_1.png,guitar,right,0,415,415,415,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
37_1_2.png,guitar,None,0,416,416,416,,['right'],0,[0.000247955322265625],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
23_1_3.png,fly,right,0,417,417,417,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
23_1_4.png,fly,None,0,418,418,418,,['right'],0,[0.00010704994201660156],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
23_1_5.png,fly,None,0,419,419,419,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
21_1_4.png,grasshoper,right,0,420,420,420,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
21_1_5.png,grasshoper,None,0,421,421,421,,['right'],0,[0.00012087821960449219],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
21_1_6.png,grasshoper,None,0,422,422,422,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
21_1_7.png,grasshoper,None,0,423,423,423,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
35_1_14.png,hammer,right,0,424,424,424,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
35_1_15.png,hammer,None,0,425,425,425,,['right'],0,[0.00010395050048828125],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
16_1_1.png,shark,right,0,426,426,426,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
16_1_2.png,shark,None,0,427,427,427,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
16_1_3.png,shark,None,0,428,428,428,,['right'],0,[9.799003601074219e-05],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
16_1_4.png,shark,None,0,429,429,429,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
16_1_5.png,shark,None,0,430,430,430,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
16_1_6.png,shark,None,0,431,431,431,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
22_1_1.png,catterpilar,right,0,432,432,432,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
22_1_2.png,catterpilar,None,0,433,433,433,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
22_1_3.png,catterpilar,None,0,434,434,434,,['right'],0,[0.00011205673217773438],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
22_1_4.png,catterpilar,None,0,435,435,435,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
39_1_13.png,umbrella,right,0,436,436,436,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
39_1_14.png,umbrella,None,0,437,437,437,,['right'],0,[9.107589721679688e-05],001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
39_1_15.png,umbrella,None,0,438,438,438,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
38_1_12.png,cellphone,right,0,439,439,439,,None,0,,001,S004,2022_May_26_1418,DecoderConst_fMRI,59.941234980049614,
