Stimuli,Condition,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_2.keys,session,participant,date,exp_name,frameRate,
,,,,,,,None,,,,,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
15_3_1.png,horse,None,0,0,0,0,,None,0,,,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
15_3_2.png,horse,None,0,1,1,1,,None,0,,,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
15_3_3.png,horse,None,0,2,2,2,,['t'],0,[0.00013589859008789062],,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
33_3_1.png,bicycle,right,0,3,3,3,,None,0,,,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
33_3_2.png,bicycle,None,0,4,4,4,,"['right', 't']",0,[0.00012183189392089844],,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
5_3_1.png,spider,right,0,5,5,5,,None,0,,,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
5_3_2.png,spider,None,0,6,6,6,,['t'],0,[0.02253103256225586],,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
5_3_3.png,spider,None,0,7,7,7,,['right'],0,[0.0001220703125],,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
16_3_1.png,shark,right,0,8,8,8,,None,0,,,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
16_3_2.png,shark,None,0,9,9,9,,['right'],0,[0.00013685226440429688],,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
16_3_3.png,shark,None,0,10,10,10,,None,0,,,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
16_3_4.png,shark,None,0,11,11,11,,None,0,,,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
16_3_5.png,shark,None,0,12,12,12,,None,0,,,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
16_3_6.png,shark,None,0,13,13,13,,None,0,,,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
31_3_1.png,airplane,right,0,14,14,14,,None,0,,,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
31_3_2.png,airplane,None,0,15,15,15,,['right'],0,[0.00013494491577148438],,003,S004,2022_May_26_1525,DecoderConst_fMRI,59.95417283103554,
