1.3073 	WARNING 	Speech-to-text recognition module not available (use command `pip install SpeechRecognition` to get it. Transcription will be unavailable.
1.5060 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
15.5713 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1200]. Using actual size
16.8059 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f486b8ceac0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f484a1701c0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1200]), stencilBits=0, stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.8060 	EXP 	window1: mouseVisible = True
16.8060 	EXP 	window1: recordFrameIntervals = False
16.9723 	EXP 	window1: recordFrameIntervals = True
17.1559 	EXP 	window1: recordFrameIntervals = False
17.1574 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), texRes=128, units='norm', win=Window(...))
17.1583 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), texRes=128, units='norm', win=Window(...))
17.1626 	EXP 	Created imagePres = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='imagePres', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128, units='norm', win=Window(...))
17.2018 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thanks!', units='norm', win=Window(...), wrapWidth=1)
17.2026 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), texRes=128, units='norm', win=Window(...))
17.2072 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([0.5, 0.5, 0.5]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Hello World', units='norm', win=Window(...), wrapWidth=1)
17.2073 	EXP 	launchScan: vol: 5  TR: 2.000s  skip: 0  sync: 't'
17.2132 	EXP 	window1: mouseVisible = True
17.2392 	EXP 	unnamed RatingScale: flipVert = False
23.4607 	DATA 	Keypress: return
23.4774 	EXP 	window1: mouseVisible = False
23.6707 	DATA 	EmulatedKey: t
23.6711 	EXP 	launchScan: start of scan
23.6949 	EXP 	unnamed TextStim: text = '0 volumes\n0.000 seconds'
25.6707 	DATA 	EmulatedKey: t
25.7812 	EXP 	Imported ./runTwo.xlsx as conditions, 600 conditions, 3 params
25.7847 	EXP 	Created sequence: sequential, trialTypes=600, nReps=1, seed=None
25.7852 	EXP 	New trial (rep=0, index=0): {'Stimuli': '12_2_1.png', 'Condition': 'mouse', 'corrAns': None}
25.8067 	EXP 	window1: recordFrameIntervals = False
25.8142 	EXP 	image: autoDraw = False
25.8142 	EXP 	imagePres: pos = array([0., 0.])
25.8142 	EXP 	imagePres: image = '../img/12_2_1.png'
25.8142 	EXP 	image_2: autoDraw = True
25.8142 	EXP 	imagePres: autoDraw = True
25.8146 	EXP 	window1: recordFrameIntervals = False
26.7475 	EXP 	New trial (rep=0, index=1): {'Stimuli': '12_2_2.png', 'Condition': 'mouse', 'corrAns': None}
26.7687 	EXP 	window1: recordFrameIntervals = False
26.7802 	EXP 	image_2: autoDraw = False
26.7802 	EXP 	imagePres: autoDraw = False
26.7802 	EXP 	imagePres: pos = array([0., 0.])
26.7802 	EXP 	imagePres: image = '../img/12_2_2.png'
26.7802 	EXP 	image_2: autoDraw = True
26.7802 	EXP 	imagePres: autoDraw = True
26.7805 	EXP 	window1: recordFrameIntervals = False
27.6707 	DATA 	EmulatedKey: t
27.6979 	EXP 	New trial (rep=0, index=2): {'Stimuli': '12_2_3.png', 'Condition': 'mouse', 'corrAns': None}
27.7293 	EXP 	window1: recordFrameIntervals = False
27.7476 	EXP 	image_2: autoDraw = False
27.7476 	EXP 	imagePres: autoDraw = False
27.7476 	EXP 	image_2: autoDraw = False
