trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Stimuli,Condition,corrAns,key_resp_3.keys,session,participant,date,exp_name,frameRate,
,,,,,,,None,001,sfd,2022_May_25_1338,DecoderConst_fMRI,59.955629760080505,
