Stimuli,Condition,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_2.keys,session,participant,date,exp_name,frameRate,
3_1_9.png,cockroach,None,0,16,16,16,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
3_1_5.png,cockroach,None,0,17,17,17,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
11_1_1.png,chicken,right,0,18,18,18,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
11_1_2.png,chicken,None,0,19,19,19,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
11_1_3.png,chicken,None,0,20,20,20,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
5_1_1.png,spider,right,0,21,21,21,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
5_1_2.png,spider,None,0,22,22,22,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
32_1_13.png,car,right,0,23,23,23,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
32_1_14.png,car,None,0,24,24,24,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
32_1_15.png,car,None,0,25,25,25,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
20_1_1.png,beatle,right,0,26,26,26,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
20_1_14.png,beatle,None,0,27,27,27,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
20_1_3.png,beatle,None,0,28,28,28,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
20_1_11.png,beatle,None,0,29,29,29,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
20_1_5.png,beatle,None,0,30,30,30,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
20_1_6.png,beatle,None,0,31,31,31,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
24_1_3.png,peacock,right,0,32,32,32,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
24_1_7.png,peacock,None,0,33,33,33,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
24_1_10.png,peacock,None,0,34,34,34,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
24_1_13.png,peacock,None,0,35,35,35,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
24_1_15.png,peacock,None,0,36,36,36,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
24_1_6.png,peacock,None,0,37,37,37,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
19_1_1.png,turtle,right,0,38,38,38,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
19_1_2.png,turtle,None,0,39,39,39,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
17_1_1.png,fish,right,0,40,40,40,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
17_1_2.png,fish,None,0,41,41,41,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
33_1_1.png,bicycle,right,0,42,42,42,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
33_1_2.png,bicycle,None,0,43,43,43,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
33_1_3.png,bicycle,None,0,44,44,44,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
33_1_4.png,bicycle,None,0,45,45,45,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
31_1_1.png,airplane,right,0,46,46,46,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
31_1_2.png,airplane,None,0,47,47,47,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
31_1_3.png,airplane,None,0,48,48,48,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
34_1_1.png,scissor,right,0,49,49,49,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
34_1_2.png,scissor,None,0,50,50,50,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
13_1_1.png,dog,right,0,51,51,51,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
13_1_2.png,dog,None,0,52,52,52,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
18_1_1.png,gecko,right,0,53,53,53,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
18_1_2.png,gecko,None,0,54,54,54,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
18_1_3.png,gecko,None,0,55,55,55,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
18_1_4.png,gecko,None,0,56,56,56,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
18_1_5.png,gecko,None,0,57,57,57,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
18_1_6.png,gecko,None,0,58,58,58,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
27_1_1.png,rabbit,right,0,59,59,59,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
27_1_2.png,rabbit,None,0,60,60,60,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
27_1_3.png,rabbit,None,0,61,61,61,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
27_1_4.png,rabbit,None,0,62,62,62,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
12_1_1.png,mouse,right,0,63,63,63,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
12_1_2.png,mouse,None,0,64,64,64,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
12_1_3.png,mouse,None,0,65,65,65,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
12_1_4.png,mouse,None,0,66,66,66,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
12_1_5.png,mouse,None,0,67,67,67,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
12_1_6.png,mouse,None,0,68,68,68,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
29_1_1.png,whale,right,0,69,69,69,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
29_1_2.png,whale,None,0,70,70,70,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
29_1_3.png,whale,None,0,71,71,71,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
35_1_1.png,hammer,right,0,72,72,72,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
35_1_2.png,hammer,None,0,73,73,73,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
35_1_3.png,hammer,None,0,74,74,74,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
35_1_4.png,hammer,None,0,75,75,75,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
35_1_5.png,hammer,None,0,76,76,76,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
35_1_6.png,hammer,None,0,77,77,77,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
15_1_1.png,horse,right,0,78,78,78,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
15_1_2.png,horse,None,0,79,79,79,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
4_1_1.png,ants,right,0,80,80,80,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
4_1_2.png,ants,None,0,81,81,81,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
40_1_1.png,chair,right,0,82,82,82,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
40_1_2.png,chair,None,0,83,83,83,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
40_1_3.png,chair,None,0,84,84,84,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
40_1_4.png,chair,None,0,85,85,85,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
39_1_3.png,umbrella,right,0,86,86,86,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
39_1_4.png,umbrella,None,0,87,87,87,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
39_1_5.png,umbrella,None,0,88,88,88,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
39_1_6.png,umbrella,None,0,89,89,89,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
39_1_7.png,umbrella,None,0,90,90,90,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
39_1_8.png,umbrella,None,0,91,91,91,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
7_1_4.png,bee,right,0,92,92,92,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
7_1_9.png,bee,None,0,93,93,93,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
30_1_5.png,dolphin,right,0,94,94,94,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
30_1_3.png,dolphin,None,0,95,95,95,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
30_1_1.png,dolphin,None,0,96,96,96,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
11_1_4.png,chicken,right,0,97,97,97,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
11_1_11.png,chicken,None,0,98,98,98,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
11_1_12.png,chicken,None,0,99,99,99,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
11_1_7.png,chicken,None,0,100,100,100,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
36_1_13.png,key,right,0,101,101,101,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
36_1_9.png,key,None,0,102,102,102,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
4_1_3.png,ants,right,0,103,103,103,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
4_1_4.png,ants,None,0,104,104,104,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
4_1_5.png,ants,None,0,105,105,105,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
12_1_7.png,mouse,right,0,106,106,106,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
12_1_8.png,mouse,None,0,107,107,107,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
12_1_9.png,mouse,None,0,108,108,108,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
12_1_10.png,mouse,None,0,109,109,109,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
3_1_4.png,cockroach,right,0,110,110,110,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
3_1_1.png,cockroach,None,0,111,111,111,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
3_1_6.png,cockroach,None,0,112,112,112,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
3_1_11.png,cockroach,None,0,113,113,113,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
18_1_7.png,gecko,right,0,114,114,114,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
18_1_8.png,gecko,None,0,115,115,115,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
18_1_9.png,gecko,None,0,116,116,116,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
5_1_3.png,spider,right,0,117,117,117,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
5_1_4.png,spider,None,0,118,118,118,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
5_1_5.png,spider,None,0,119,119,119,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
32_1_1.png,car,right,0,120,120,120,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
32_1_2.png,car,None,0,121,121,121,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
24_1_4.png,peacock,right,0,122,122,122,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
24_1_2.png,peacock,None,0,123,123,123,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
20_1_7.png,beatle,right,0,124,124,124,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
20_1_13.png,beatle,None,0,125,125,125,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
20_1_9.png,beatle,None,0,126,126,126,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
33_1_5.png,bicycle,right,0,127,127,127,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
33_1_6.png,bicycle,None,0,128,128,128,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
33_1_7.png,bicycle,None,0,129,129,129,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
33_1_8.png,bicycle,None,0,130,130,130,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
33_1_9.png,bicycle,None,0,131,131,131,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
33_1_10.png,bicycle,None,0,132,132,132,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
13_1_7.png,dog,right,0,133,133,133,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
13_1_8.png,dog,None,0,134,134,134,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
13_1_9.png,dog,None,0,135,135,135,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
31_1_4.png,airplane,right,0,136,136,136,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
31_1_5.png,airplane,None,0,137,137,137,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
31_1_6.png,airplane,None,0,138,138,138,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
31_1_7.png,airplane,None,0,139,139,139,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
17_1_3.png,fish,right,0,140,140,140,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
17_1_4.png,fish,None,0,141,141,141,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
17_1_5.png,fish,None,0,142,142,142,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
19_1_3.png,turtle,right,0,143,143,143,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
19_1_4.png,turtle,None,0,144,144,144,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
19_1_5.png,turtle,None,0,145,145,145,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
19_1_6.png,turtle,None,0,146,146,146,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
19_1_7.png,turtle,None,0,147,147,147,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
19_1_8.png,turtle,None,0,148,148,148,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
34_1_3.png,scissor,right,0,149,149,149,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
34_1_4.png,scissor,None,0,150,150,150,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
34_1_5.png,scissor,None,0,151,151,151,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
34_1_6.png,scissor,None,0,152,152,152,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
34_1_7.png,scissor,None,0,153,153,153,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
34_1_8.png,scissor,None,0,154,154,154,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
30_1_6.png,dolphin,right,0,155,155,155,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
30_1_7.png,dolphin,None,0,156,156,156,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
30_1_4.png,dolphin,None,0,157,157,157,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
30_1_14.png,dolphin,None,0,158,158,158,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
27_1_5.png,rabbit,right,0,159,159,159,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
27_1_6.png,rabbit,None,0,160,160,160,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
27_1_7.png,rabbit,None,0,161,161,161,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
27_1_8.png,rabbit,None,0,162,162,162,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
27_1_9.png,rabbit,None,0,163,163,163,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
27_1_10.png,rabbit,None,0,164,164,164,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
29_1_4.png,whale,right,0,165,165,165,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
29_1_5.png,whale,None,0,166,166,166,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
3_1_14.png,cockroach,right,0,167,167,167,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
3_1_12.png,cockroach,None,0,168,168,168,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
11_1_8.png,chicken,right,0,169,169,169,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
11_1_9.png,chicken,None,0,170,170,170,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
11_1_10.png,chicken,None,0,171,171,171,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
11_1_5.png,chicken,None,0,172,172,172,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
11_1_6.png,chicken,None,0,173,173,173,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
11_1_13.png,chicken,None,0,174,174,174,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
35_1_7.png,hammer,right,0,175,175,175,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
35_1_8.png,hammer,None,0,176,176,176,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
35_1_9.png,hammer,None,0,177,177,177,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
15_1_3.png,horse,right,0,178,178,178,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
15_1_4.png,horse,None,0,179,179,179,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
15_1_5.png,horse,None,0,180,180,180,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
36_1_8.png,key,right,0,181,181,181,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
36_1_6.png,key,None,0,182,182,182,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
36_1_1.png,key,None,0,183,183,183,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
36_1_10.png,key,None,0,184,184,184,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
4_1_6.png,ants,right,0,185,185,185,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
4_1_7.png,ants,None,0,186,186,186,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
4_1_8.png,ants,None,0,187,187,187,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
4_1_9.png,ants,None,0,188,188,188,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
4_1_10.png,ants,None,0,189,189,189,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
4_1_11.png,ants,None,0,190,190,190,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
7_1_13.png,bee,right,0,191,191,191,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
7_1_7.png,bee,None,0,192,192,192,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
7_1_10.png,bee,None,0,193,193,193,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
7_1_1.png,bee,None,0,194,194,194,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
7_1_14.png,bee,None,0,195,195,195,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
7_1_11.png,bee,None,0,196,196,196,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
40_1_11.png,chair,right,0,197,197,197,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
40_1_12.png,chair,None,0,198,198,198,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
40_1_13.png,chair,None,0,199,199,199,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
39_1_1.png,umbrella,right,0,200,200,200,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
39_1_2.png,umbrella,None,0,201,201,201,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
12_1_11.png,mouse,right,0,202,202,202,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
12_1_12.png,mouse,None,0,203,203,203,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
12_1_13.png,mouse,None,0,204,204,204,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
27_1_11.png,rabbit,right,0,205,205,205,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
27_1_12.png,rabbit,None,0,206,206,206,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
27_1_13.png,rabbit,None,0,207,207,207,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
18_1_10.png,gecko,right,0,208,208,208,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
18_1_11.png,gecko,None,0,209,209,209,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
18_1_12.png,gecko,None,0,210,210,210,,None,0,,,001,S005,2022_May_26_1614,DecoderConst_fMRI,59.98546952318298,
